"","GEOID","donations","total","NAME","variable","estimate","moe","donations_percapita"
"854","22216",3,60,NA,NA,NA,NA,NA
"855","22218",1,50,NA,NA,NA,NA,NA
"856","22220",3,35,NA,NA,NA,NA,NA
"857","22228",4,69,NA,NA,NA,NA,NA
"858","22234",3,40,NA,NA,NA,NA,NA
"859","22237",1,5,NA,NA,NA,NA,NA
"860","22244",2,150,NA,NA,NA,NA,NA
"861","22286",1,25,NA,NA,NA,NA,NA
"862","22303",5,236.17,"ZCTA5 22303","B01003_001",14688,1053,0.34041394335512
"863","22304",3,60,"ZCTA5 22304","B01003_001",49262,1582,0.0608988672810686
"864","22306",7,150.72,"ZCTA5 22306","B01003_001",34391,2361,0.203541624262162
"865","22307",2,3000,"ZCTA5 22307","B01003_001",10286,820,0.194439043359907
"866","22310",9,95,"ZCTA5 22310","B01003_001",32329,1763,0.278387825172446
"867","22311",3,505,"ZCTA5 22311","B01003_001",18890,1170,0.158814187400741
"868","22314",3,62,"ZCTA5 22314","B01003_001",35208,1389,0.0852079072937969
"869","22315",3,17,"ZCTA5 22315","B01003_001",29634,1395,0.101235067827495
"870","22324",1,500,NA,NA,NA,NA,NA
"871","22401",20,409,"ZCTA5 22401","B01003_001",29059,NA,0.688254929625933
"872","22402",15,455,NA,NA,NA,NA,NA
"873","22403",18,638,NA,NA,NA,NA,NA
"874","22407",2,7,"ZCTA5 22407","B01003_001",59551,2142,0.0335846585279844
"875","22502",18,571,NA,NA,NA,NA,NA
"876","22550",5,20,NA,NA,NA,NA,NA
"877","22551",2,55,"ZCTA5 22551","B01003_001",20218,1580,0.0989217528934613
"878","22554",2,29,"ZCTA5 22554","B01003_001",57488,2249,0.0347898691900918
"879","22601",14,226,"ZCTA5 22601","B01003_001",29192,578,0.479583447519868
"880","22602",2,29.64,"ZCTA5 22602","B01003_001",30665,1436,0.0652209359204305
"881","22613",5,155,NA,NA,NA,NA,NA
"882","22617",21,179,NA,NA,NA,NA,NA
"883","22651",1,3,NA,NA,NA,NA,NA
"884","22654",2,1000,"ZCTA5 22654","B01003_001",833,324,2.40096038415366
"885","22658",13,130,NA,NA,NA,NA,NA
"886","22661",2,12,NA,NA,NA,NA,NA
"887","22663",5,35,"ZCTA5 22663","B01003_001",690,196,7.2463768115942
"888","22701",1,10,"ZCTA5 22701","B01003_001",34793,1210,0.0287414135027161
"889","22702",7,435,NA,NA,NA,NA,NA
"890","22703",16,194,NA,NA,NA,NA,NA
"891","22704",6,118,NA,NA,NA,NA,NA
"892","22714",1,250,"ZCTA5 22714","B01003_001",1027,329,0.973709834469328
"893","22738",8,193,"ZCTA5 22738","B01003_001",1394,453,5.73888091822095
"894","22740",1,48.26,"ZCTA5 22740","B01003_001",922,280,1.08459869848156
"895","22745",1,15,NA,NA,NA,NA,NA
"896","22750",1,250,NA,NA,NA,NA,NA
"897","22769",9,163.5,NA,NA,NA,NA,NA
"898","22770",1,20,NA,NA,NA,NA,NA
"899","22771",82,1133.18,NA,NA,NA,NA,NA
"900","22774",2,75,NA,NA,NA,NA,NA
"901","22787",3,175,NA,NA,NA,NA,NA
"902","22791",4,60,NA,NA,NA,NA,NA
"903","22793",3,50,NA,NA,NA,NA,NA
"904","22801",5,275,"ZCTA5 22801","B01003_001",40284,1420,0.124118756826532
"905","22804",8,160,NA,NA,NA,NA,NA
"906","22807",2,1100,"ZCTA5 22807","B01003_001",3345,396,0.597907324364723
"907","22811",10,500,"ZCTA5 22811","B01003_001",512,201,19.53125
"908","22815",1,15,"ZCTA5 22815","B01003_001",8915,606,0.112170499158721
"909","22817",7,17200,NA,NA,NA,NA,NA
"910","22842",1,20,"ZCTA5 22842","B01003_001",5572,569,0.179468772433597
"911","22875",1,50,NA,NA,NA,NA,NA
"912","22910",33,12299,NA,NA,NA,NA,NA
"913","22913",13,457,NA,NA,NA,NA,NA
"914","22915",6,330,NA,NA,NA,NA,NA
