"","GEOID","donations","total","NAME","variable","estimate","moe","donations_percapita"
"127","20783",527,9823.73000000001,"ZCTA5 20783","B01003_001",45550,2710,11.569703622393
"128","20784",379,17513.35,"ZCTA5 20784","B01003_001",30381,1552,12.474902076956
"129","20785",651,38606.71,"ZCTA5 20785","B01003_001",39237,1792,16.5914825292454
"130","20791",17,605.24,NA,NA,NA,NA,NA
"131","20794",793,15510.41,"ZCTA5 20794","B01003_001",16956,1301,46.7681056853031
"132","20797",23,328.58,NA,NA,NA,NA,NA
"133","20810",7,102.55,NA,NA,NA,NA,NA
"134","20811",8,255,NA,NA,NA,NA,NA
"135","20812",15,2051.1,"ZCTA5 20812","B01003_001",323,97,46.4396284829721
"136","20813",43,670.26,NA,NA,NA,NA,NA
"137","20814",2487,202639.160000001,"ZCTA5 20814","B01003_001",29632,1515,83.929535637149
"138","20815",3805,721210.809999998,"ZCTA5 20815","B01003_001",30908,1587,123.107286139511
"139","20816",2495,284897.079999999,"ZCTA5 20816","B01003_001",16661,1357,149.750915311206
"140","20817",3009,522987.409999998,"ZCTA5 20817","B01003_001",38131,1659,78.9121711992867
"141","20818",316,18863.18,"ZCTA5 20818","B01003_001",2072,451,152.509652509653
"142","20824",2,10,NA,NA,NA,NA,NA
"143","20825",4,269.4,NA,NA,NA,NA,NA
"144","20827",174,2008.82,NA,NA,NA,NA,NA
"145","20830",20,467.1,NA,NA,NA,NA,NA
"146","20832",3362,114980.550000001,"ZCTA5 20832","B01003_001",25427,1426,132.221654147166
"147","20833",963,30259.0599999999,"ZCTA5 20833","B01003_001",7746,1233,124.322230828815
"148","20837",3241,57977.1200000001,"ZCTA5 20837","B01003_001",6129,266,528.797519986947
"149","20838",24,941.08,"ZCTA5 20838","B01003_001",377,209,63.6604774535809
"150","20839",18,512.85,"ZCTA5 20839","B01003_001",139,139,129.496402877698
"151","20841",744,21229.88,"ZCTA5 20841","B01003_001",11692,1315,63.6332535066712
"152","20842",136,10108.01,"ZCTA5 20842","B01003_001",1467,233,92.706203135651
"153","20849",62,737.24,NA,NA,NA,NA,NA
"154","20850",5886,203583.640000001,"ZCTA5 20850","B01003_001",53522,1433,109.973468853929
"155","20851",719,18287.63,"ZCTA5 20851","B01003_001",14519,1274,49.521316895103
"156","20852",4380,157263.340000001,"ZCTA5 20852","B01003_001",47338,2156,92.5260889771431
"157","20853",2626,124813.380000001,"ZCTA5 20853","B01003_001",31510,2199,83.3386226594732
"158","20854",12131,944799.18,"ZCTA5 20854","B01003_001",49196,1953,246.585088218554
"159","20855",2795,92437.8700000004,"ZCTA5 20855","B01003_001",15955,1470,175.180194296459
"160","20857",2,50,NA,NA,NA,NA,NA
"161","20859",988,20682.4699999999,NA,NA,NA,NA,NA
"162","20860",292,14416.61,"ZCTA5 20860","B01003_001",2890,771,101.038062283737
"163","20861",257,11465.85,"ZCTA5 20861","B01003_001",2015,592,127.543424317618
"164","20862",70,3784.64,"ZCTA5 20862","B01003_001",359,160,194.986072423398
"165","20866",1219,25807.39,"ZCTA5 20866","B01003_001",16974,2024,71.8157181571816
"166","20868",122,2218.01,"ZCTA5 20868","B01003_001",539,206,226.345083487941
"167","20871",4612,80923.9600000006,"ZCTA5 20871","B01003_001",18961,1564,243.236116238595
"168","20872",1755,39932.7499999999,"ZCTA5 20872","B01003_001",12790,1214,137.21657544957
"169","20874",4528,132768.290000002,"ZCTA5 20874","B01003_001",60258,2359,75.1435494042285
"170","20875",139,4183.31,NA,NA,NA,NA,NA
"171","20876",3321,59598.9600000003,"ZCTA5 20876","B01003_001",31703,2150,104.75349336025
"172","20877",4482,135030.550000001,"ZCTA5 20877","B01003_001",37948,1745,118.108991251186
"173","20878",6764,261582.070000001,"ZCTA5 20878","B01003_001",63576,2164,106.392349314207
"174","20879",1423,46258.6600000001,"ZCTA5 20879","B01003_001",26343,1585,54.0181452378241
"175","20880",2579,3529.36000000001,"ZCTA5 20880","B01003_001",530,148,4866.03773584906
"176","20882",2077,55039.3700000001,"ZCTA5 20882","B01003_001",14441,1104,143.826604805761
"177","20883",8,379.61,NA,NA,NA,NA,NA
"178","20884",1,1,NA,NA,NA,NA,NA
"179","20885",26,173.35,NA,NA,NA,NA,NA
"180","20886",2666,44448.8,"ZCTA5 20886","B01003_001",34887,2194,76.4181500272308
"181","20888",51,227,NA,NA,NA,NA,NA
"182","20889",3,2,NA,NA,NA,NA,NA
"183","20895",1821,84943.8400000003,"ZCTA5 20895","B01003_001",18930,1034,96.1965134706815
"184","20896",54,6205.74,"ZCTA5 20896","B01003_001",792,130,68.1818181818182
"185","20901",1373,39357.0299999999,"ZCTA5 20901","B01003_001",36802,1827,37.3077550133145
"186","20902",2665,111594.100000001,"ZCTA5 20902","B01003_001",52752,2497,50.5194115862906
"187","20903",587,24608.24,"ZCTA5 20903","B01003_001",26951,1813,21.7802678935847
"188","20904",3751,162519.770000001,"ZCTA5 20904","B01003_001",55856,2452,67.1548266972214
"189","20905",1413,51927.54,"ZCTA5 20905","B01003_001",18590,1534,76.0086067778376
"190","20906",5229,113328.510000002,"ZCTA5 20906","B01003_001",70441,2794,74.232336281427
"191","20907",40,632.92,NA,NA,NA,NA,NA
"192","20908",1,20.24,NA,NA,NA,NA,NA
"193","20910",4974,124519.65,"ZCTA5 20910","B01003_001",43729,1969,113.746026664227
"194","20912",343,14698.36,"ZCTA5 20912","B01003_001",25118,1333,13.6555458237121
"195","20913",1,52.05,NA,NA,NA,NA,NA
"196","20914",1,100,NA,NA,NA,NA,NA
"197","20915",2,10.42,NA,NA,NA,NA,NA
"198","20916",2,10,NA,NA,NA,NA,NA
"199","20918",1,1,NA,NA,NA,NA,NA
"200","20938",1,250,NA,NA,NA,NA,NA
"201","21001",1059,32703.4099999999,"ZCTA5 21001","B01003_001",24959,891,42.4295845186105
"202","21005",51,1740.71,"ZCTA5 21005","B01003_001",2724,553,18.7224669603524
"203","21009",5140,66653.2000000004,"ZCTA5 21009","B01003_001",31683,1841,162.232111858094
"204","21010",4,76,"ZCTA5 21010","B01003_001",329,259,12.1580547112462
"205","21011",6,194,NA,NA,NA,NA,NA
"206","21012",3137,92377.8800000006,"ZCTA5 21012","B01003_001",22746,1598,137.91435856854
"207","21013",1870,51311.06,"ZCTA5 21013","B01003_001",5157,685,362.613922823347
"208","21014",7659,148802.470000003,"ZCTA5 21014","B01003_001",35668,1407,214.730290456432
"209","21015",4943,124358.720000002,"ZCTA5 21015","B01003_001",28975,1810,170.595340811044
"210","21017",616,9860.27999999999,"ZCTA5 21017","B01003_001",6034,713,102.088167053364
"211","21020",2,73.93,NA,NA,NA,NA,NA
"212","21022",6,353.2,NA,NA,NA,NA,NA
"213","21023",18,1727.7,NA,NA,NA,NA,NA
"214","21028",651,12705.77,"ZCTA5 21028","B01003_001",2609,324,249.52088922959
"215","21029",996,55820.08,"ZCTA5 21029","B01003_001",11523,1241,86.4358240041656
"216","21030",2511,108375.520000001,"ZCTA5 21030","B01003_001",24152,1767,103.966545213647
"217","21031",3,121.07,"ZCTA5 21031","B01003_001",26,43,115.384615384615
"218","21032",2557,106763.88,"ZCTA5 21032","B01003_001",7787,892,328.367792474637
"219","21034",196,4830.95,"ZCTA5 21034","B01003_001",3178,430,61.6740088105727
"220","21035",1619,105207.05,"ZCTA5 21035","B01003_001",8315,783,194.708358388455
"221","21036",128,7781.63999999999,"ZCTA5 21036","B01003_001",2243,384,57.0664288898796
"222","21037",2560,132253.670000001,"ZCTA5 21037","B01003_001",21134,1407,121.131825494464
"223","21040",1925,35919.8,"ZCTA5 21040","B01003_001",24717,1846,77.8816199376947
"224","21041",24,1808.51,NA,NA,NA,NA,NA
"225","21042",5156,197983.370000001,"ZCTA5 21042","B01003_001",42157,1972,122.304718077662
"226","21043",6185,122321.360000001,"ZCTA5 21043","B01003_001",46747,1981,132.307955590733
"227","21044",2871,89628.9800000005,"ZCTA5 21044","B01003_001",45741,2090,62.7664458582016
"228","21045",2114,65944.75,"ZCTA5 21045","B01003_001",40265,1779,52.5021731031914
"229","21046",1732,41757.7999999999,"ZCTA5 21046","B01003_001",15597,1212,111.046996217221
"230","21047",1600,55999.08,"ZCTA5 21047","B01003_001",12629,1414,126.692533058833
"231","21048",1342,54494.54,"ZCTA5 21048","B01003_001",9719,893,138.080049387797
"232","21050",2703,80880.2300000001,"ZCTA5 21050","B01003_001",17846,1210,151.462512607867
"233","21051",23,1247.92,"ZCTA5 21051","B01003_001",231,105,99.5670995670996
"234","21052",33,576.63,"ZCTA5 21052","B01003_001",179,86,184.357541899441
"235","21053",1337,18719.86,"ZCTA5 21053","B01003_001",3134,513,426.611359285258
"236","21054",1243,55027.51,"ZCTA5 21054","B01003_001",11697,1538,106.266564076259
"237","21056",146,61699,"ZCTA5 21056","B01003_001",333,262,438.438438438438
"238","21057",803,30587.22,"ZCTA5 21057","B01003_001",4109,682,195.424677537114
"239","21060",2913,77188.2200000002,"ZCTA5 21060","B01003_001",36049,1961,80.806679796943
"240","21061",4334,94884.250000001,"ZCTA5 21061","B01003_001",55020,2670,78.7713558705925
"241","21071",73,2712.2,"ZCTA5 21071","B01003_001",454,271,160.79295154185
"242","21074",1937,41324.14,"ZCTA5 21074","B01003_001",14933,972,129.712716801714
"243","21075",1098,38737.7899999999,"ZCTA5 21075","B01003_001",34939,1990,31.4261999484816
"244","21076",1184,37133.1999999999,"ZCTA5 21076","B01003_001",17947,1664,65.9720287513233
"245","21077",3,86.21,"ZCTA5 21077","B01003_001",235,143,12.7659574468085
"246","21078",3100,79610.6100000006,"ZCTA5 21078","B01003_001",18957,745,163.527984385715
"247","21082",236,4434.75,"ZCTA5 21082","B01003_001",608,197,388.157894736842
"248","21084",1880,31766.8399999999,"ZCTA5 21084","B01003_001",7670,797,245.110821382008
"249","21085",2769,60720.31,"ZCTA5 21085","B01003_001",16318,1097,169.689912979532
"250","21087",2194,51768.6800000001,"ZCTA5 21087","B01003_001",5437,505,403.531359205444
"251","21088",5,207.86,NA,NA,NA,NA,NA
"252","21090",912,24629.4799999999,"ZCTA5 21090","B01003_001",9715,1036,93.8754503345342
"253","21092",1,48.93,NA,NA,NA,NA,NA
"254","21093",9103,260605.550000003,"ZCTA5 21093","B01003_001",38245,1687,238.018041574062
"255","21094",15,371.92,NA,NA,NA,NA,NA
"256","21102",1820,33108.77,"ZCTA5 21102","B01003_001",12043,939,151.125134933156
"257","21104",1121,24535.43,"ZCTA5 21104","B01003_001",6029,774,185.934649195555
"258","21106",2,73.93,NA,NA,NA,NA,NA
"259","21108",2665,93759.3100000004,"ZCTA5 21108","B01003_001",19136,1262,139.266304347826
"260","21111",900,31044.0699999999,"ZCTA5 21111","B01003_001",5343,693,168.444693992139
"261","21113",2621,93812.1300000006,"ZCTA5 21113","B01003_001",35210,2691,74.439079806873
"262","21114",5108,183088.810000001,"ZCTA5 21114","B01003_001",26460,1506,193.046107331822
"263","21117",3482,100675.680000001,"ZCTA5 21117","B01003_001",59663,2433,58.3611283374956
"264","21120",1165,36591.7299999999,"ZCTA5 21120","B01003_001",6775,680,171.955719557196
"265","21122",9814,198584.700000002,"ZCTA5 21122","B01003_001",59664,2771,164.487798337356
"266","21123",23,811.17,NA,NA,NA,NA,NA
"267","21128",1706,38107.3399999999,"ZCTA5 21128","B01003_001",13967,1031,122.145056203909
"268","21130",5,202,"ZCTA5 21130","B01003_001",104,106,48.0769230769231
"269","21131",986,53588.45,"ZCTA5 21131","B01003_001",7587,794,129.959140635297
"270","21132",1935,26892.72,"ZCTA5 21132","B01003_001",3162,626,611.954459203036
"271","21133",853,11557.73,"ZCTA5 21133","B01003_001",32714,1926,26.0744635324326
"272","21136",5753,117010.230000002,"ZCTA5 21136","B01003_001",34347,1557,167.496433458526
"273","21139",72,2126.1,NA,NA,NA,NA,NA
"274","21140",372,14685.77,"ZCTA5 21140","B01003_001",3862,452,96.3231486276541
"275","21144",4088,93118.1200000007,"ZCTA5 21144","B01003_001",35680,2267,114.57399103139
"276","21146",4267,170297.640000001,"ZCTA5 21146","B01003_001",27634,1534,154.411232539625
"277","21150",2,260,NA,NA,NA,NA,NA
"278","21152",506,25937.43,"ZCTA5 21152","B01003_001",5349,926,94.5971209571883
"279","21153",84,9404.07,"ZCTA5 21153","B01003_001",348,163,241.379310344828
"280","21154",1432,32637.78,"ZCTA5 21154","B01003_001",6467,874,221.431884954384
"281","21155",225,8949.85,"ZCTA5 21155","B01003_001",2363,452,95.2179432924249
"282","21156",38,1853.68,"ZCTA5 21156","B01003_001",371,156,102.425876010782
"283","21157",4538,133764.660000002,"ZCTA5 21157","B01003_001",38714,1415,117.218577258873
"284","21158",2036,62736.16,"ZCTA5 21158","B01003_001",20773,945,98.0118422952872
"285","21160",432,7897.95,"ZCTA5 21160","B01003_001",2615,791,165.200764818356
"286","21161",855,25529.9599999999,"ZCTA5 21161","B01003_001",5738,842,149.006622516556
"287","21162",327,8861.85000000001,"ZCTA5 21162","B01003_001",4089,466,79.9706529713866
"288","21163",2253,31190.8699999999,"ZCTA5 21163","B01003_001",6602,797,341.260224174493
"289","21164",1,100,NA,NA,NA,NA,NA
"290","21201",1094,21142.5,"ZCTA5 21201","B01003_001",17534,1206,62.3930649024752
"291","21202",492,22378.1,"ZCTA5 21202","B01003_001",21880,1571,22.4862888482633
"292","21203",13,4779.48,NA,NA,NA,NA,NA
"293","21204",8428,189115.320000003,"ZCTA5 21204","B01003_001",21518,1258,391.67208848406
"294","21205",80,3283.32,"ZCTA5 21205","B01003_001",15900,1344,5.0314465408805
"295","21206",814,20841.26,"ZCTA5 21206","B01003_001",51670,2198,15.753822334043
"296","21207",511,14736.52,"ZCTA5 21207","B01003_001",50440,2781,10.1308485329104
"297","21208",3218,69404.8800000002,"ZCTA5 21208","B01003_001",35273,2207,91.2312533665977
"298","21209",1197,39362.5699999999,"ZCTA5 21209","B01003_001",28621,2270,41.8224380699486
"299","21210",586,22138.41,"ZCTA5 21210","B01003_001",16076,1123,36.451853694949
"300","21211",373,14625.33,"ZCTA5 21211","B01003_001",15735,803,23.7051159834763
"301","21212",1784,57711.1099999999,"ZCTA5 21212","B01003_001",33865,1962,52.6797578620995
"302","21213",222,5964.94,"ZCTA5 21213","B01003_001",30596,2339,7.25585043796575
"303","21214",930,10893.83,"ZCTA5 21214","B01003_001",21666,1457,42.9243976737746
"304","21215",1294,21237.41,"ZCTA5 21215","B01003_001",55081,2574,23.4926744249378
"305","21216",38,780.86,"ZCTA5 21216","B01003_001",28733,2204,1.32252114293669
"306","21217",524,7613.85,"ZCTA5 21217","B01003_001",32830,2015,15.9610112701797
"307","21218",1068,22943.17,"ZCTA5 21218","B01003_001",46172,2131,23.1309018452742
"308","21219",1407,24274.24,"ZCTA5 21219","B01003_001",9454,801,148.825893801565
"309","21220",6821,123716.150000001,"ZCTA5 21220","B01003_001",41067,2494,166.094431051696
"310","21221",3435,71861.3400000003,"ZCTA5 21221","B01003_001",41899,2072,81.9828635528294
"311","21222",3186,58565.29,"ZCTA5 21222","B01003_001",56946,2239,55.9477399641766
"312","21223",189,5440.71,"ZCTA5 21223","B01003_001",21974,1888,8.60107399654137
"313","21224",4252,97096.6400000004,"ZCTA5 21224","B01003_001",48770,2381,87.1847447201148
"314","21225",1693,20727.43,"ZCTA5 21225","B01003_001",33227,2362,50.952538598128
"315","21226",355,6695,"ZCTA5 21226","B01003_001",6699,1340,52.9929840274668
"316","21227",1904,36017.46,"ZCTA5 21227","B01003_001",33396,1947,57.0128159060965
"317","21228",8380,190287.569999999,"ZCTA5 21228","B01003_001",49438,2109,169.505238885068
"318","21229",1451,43147,"ZCTA5 21229","B01003_001",45983,2344,31.5551399430224
"319","21230",3292,42890.4200000004,"ZCTA5 21230","B01003_001",33592,1510,97.9995236961181
"320","21231",156,11765.87,"ZCTA5 21231","B01003_001",15906,975,9.80761976612599
"321","21234",4150,80660.8600000007,"ZCTA5 21234","B01003_001",68678,2816,60.4269198287661
"322","21236",5367,102116.840000001,"ZCTA5 21236","B01003_001",37803,1711,141.972859296881
"323","21237",1956,57059.06,"ZCTA5 21237","B01003_001",31105,1958,62.8837807426459
"324","21239",410,10179.44,"ZCTA5 21239","B01003_001",30143,2178,13.6018312709418
"325","21240",1,26.03,"ZCTA5 21240","B01003_001",0,13,Inf
"326","21241",2,75,NA,NA,NA,NA,NA
"327","21244",549,13203.5,"ZCTA5 21244","B01003_001",36897,2382,14.8792584762989
"328","21247",7,167.08,NA,NA,NA,NA,NA
"329","21250",2,105.21,"ZCTA5 21250","B01003_001",2443,399,0.818665575112567
"330","21251",50,1973.96,"ZCTA5 21251","B01003_001",1652,353,30.2663438256659
"331","21252",4,100,"ZCTA5 21252","B01003_001",2040,211,1.96078431372549
"332","21263",6,84.28,NA,NA,NA,NA,NA
"333","21279",5,73,NA,NA,NA,NA,NA
"334","21284",4,313.3,NA,NA,NA,NA,NA
"335","21286",3403,97379.9699999999,"ZCTA5 21286","B01003_001",19711,945,172.644716148344
"336","21287",1,1,NA,NA,NA,NA,NA
"337","21401",8690,458704.359999996,"ZCTA5 21401","B01003_001",38788,1562,224.038362380118
"338","21402",64,1129.13,"ZCTA5 21402","B01003_001",6460,2208,9.90712074303406
"339","21403",3952,180484.760000001,"ZCTA5 21403","B01003_001",31218,1926,126.593631879044
"340","21404",14,3117.25,NA,NA,NA,NA,NA
"341","21405",107,3649.42,"ZCTA5 21405","B01003_001",398,168,268.844221105528
"342","21409",4980,188649.090000001,"ZCTA5 21409","B01003_001",19304,1092,257.9776212184
"343","21412",6,172.66,NA,NA,NA,NA,NA
"344","21501",5,30,NA,NA,NA,NA,NA
"345","21502",4775,103737.060000001,"ZCTA5 21502","B01003_001",41735,1027,114.412363723493
"346","21505",2,42.14,NA,NA,NA,NA,NA
"347","21520",98,3721.25,"ZCTA5 21520","B01003_001",2003,391,48.9266100848727
"348","21521",33,1075.88,"ZCTA5 21521","B01003_001",1183,238,27.8951817413356
"349","21522",1,47,"ZCTA5 21522","B01003_001",218,106,4.58715596330275
"350","21523",7,86.89,"ZCTA5 21523","B01003_001",180,88,38.8888888888889
"351","21524",20,457.2,"ZCTA5 21524","B01003_001",831,274,24.0673886883273
"352","21529",57,1045.86,"ZCTA5 21529","B01003_001",467,137,122.055674518201
"353","21530",89,1889.75,"ZCTA5 21530","B01003_001",1923,385,46.281851274051
"354","21531",246,7033.79,"ZCTA5 21531","B01003_001",1744,266,141.05504587156
"355","21532",2300,30815.4600000001,"ZCTA5 21532","B01003_001",14498,670,158.642571389157
"356","21536",814,7843.59000000001,"ZCTA5 21536","B01003_001",3984,466,204.317269076305
"357","21538",29,862.24,"ZCTA5 21538","B01003_001",525,209,55.2380952380952
"358","21539",32,1421.75,"ZCTA5 21539","B01003_001",2664,430,12.012012012012
"359","21540",1,21.07,"ZCTA5 21540","B01003_001",90,52,11.1111111111111
"360","21541",216,9666.63,"ZCTA5 21541","B01003_001",1536,325,140.625
